amfi_code,annualized_return_pct,volatility_pct,downside_deviation_pct,sharpe_ratio,beta,max_drawdown_pct,var_95_daily_pct,observations
100016,2.5434874968783383,14.548134802183876,8.195911484262322,-0.16714840059317027,-0.025909405765861076,-24.734440880673304,-1.4363639988111143,1149
100025,4.29865249492698,3.9052455281001603,2.1934915590582147,-0.4390618698464923,-0.016175640851260296,-4.308263824636327,-0.3793246199522682,1149
100033,28.927866026530747,18.936710835214164,10.527569384429816,1.1201024840971263,-0.011199710059456146,-16.217208574644836,-1.9033535861558826,1149
101206,22.626535384993463,14.568212847454326,7.919589144532189,1.0615346276281639,0.03381398454659163,-11.291596329323095,-1.328166198628149,1149
101207,7.650158706195653,25.79732221707774,14.693832262572013,0.18204262589129777,-0.059855845864600625,-35.44691649336605,-2.6021248221061066,1149
101208,6.273896744282892,0.5064371352310743,0.16884565099971277,0.17172200172214014,0.001327316954688435,-0.16224980244715637,-0.02686575130400159,1149
102885,17.540419091514202,12.836628397860562,7.028184969688987,0.856050375309165,-0.0018841874054637252,-10.859862152502298,-1.261262882069356,1149
102886,1.130448106671289,18.134576297311302,10.548541905711986,-0.17825996836323496,-0.061476067471883084,-28.00112356639297,-1.922028344426503,1149
102887,16.20550058321799,15.758366917912994,8.634029007732785,0.6512467662472735,0.040116205620001774,-21.285398874796858,-1.5231617279157872,1149
118632,23.11607725500817,14.148352294996656,7.800103509336272,1.1169989835557543,0.03643421773147287,-17.414075086657277,-1.3954045870018117,1149
118633,15.66139548382559,13.997213649186154,7.563962548901326,0.6809288334603563,0.013157652619096481,-18.629743138595558,-1.3442525143024242,1149
118634,15.756667292982641,25.24152094634046,14.42240896083439,0.4682426409269637,0.00912817008416062,-23.344886144833175,-2.543811145896311,1149
118635,15.3571162915898,12.983158874316306,7.199892531258782,0.70336842745787,-0.013806609371555967,-11.511457598975472,-1.2553697284754661,1149
118636,5.1258538689833655,3.9855381553882614,2.1990627141130763,-0.2311759349964332,-0.008492388448091663,-8.31636176363858,-0.38041460689443474,1149
119092,6.13809936183749,13.950661341123835,7.9189093638697265,0.06662544573170147,-0.019608739866468185,-14.40161790933725,-1.3749592076363815,1149
119093,7.610501956376425,13.983295593638855,7.959992006309288,0.16537144785822067,-0.008427720099019355,-21.751396370148147,-1.4225516634796054,1149
119094,27.10247289332701,19.407117423334718,10.632968588076949,1.0239947306022559,-0.05986815058386661,-20.960883862039204,-1.8480276243938307,1149
119095,1.4677909675495648,25.066580232600437,14.430803607472,-0.0560266938839762,0.013291723470735529,-51.67775370852661,-2.618842440959035,1149
119120,5.677262981067233,3.9670623690338704,2.202065300855783,-0.10053753960466197,0.011990672594122526,-4.328728923970038,-0.3938283121850805,1149
119551,24.796597841572577,13.741434141879644,7.401207550468832,1.2446528713667198,-0.05604508562674624,-15.012385498645376,-1.284622862884257,1149
119552,20.69678974696634,13.9393676127175,7.7040155556143395,0.9891491298286866,-0.019853025049675736,-11.80349350276433,-1.3500970479935082,1149
119598,31.126560032445894,25.140578624384673,13.745453933833787,0.9651964234751245,0.07426648483802883,-28.706005721764626,-2.45070519056771,1149
119599,1.9817724717167584,24.950125122855862,14.548960090436184,-0.037146646167237535,0.007680982959652926,-52.57422117012853,-2.685943514961382,1149
120503,18.070820555282687,13.88443751311979,7.738907038245022,0.8339844002703704,-0.004111147836045635,-13.89786282306159,-1.355001716250348,1149
120504,22.39354198337271,14.363780566736658,7.853777396787488,1.06133406191034,0.017025361766949253,-12.588275606922462,-1.3728193295939772,1149
120505,31.51243799400487,19.290949406318195,10.547368942098007,1.2060200878857321,-0.01739117174307167,-18.18851357211634,-1.889178619869274,1149
120506,16.439416926901075,15.230516379673068,8.51981614904907,0.6817076033555907,0.04770801520256508,-19.825658262982692,-1.4388462899080912,1149
120507,6.975241651998254,0.49391262595120156,0.14876945587250506,1.508048192379275,-0.0011254611770458525,-0.09773140045926665,-0.022157351389344715,1149
120841,13.02833697232273,13.463795800784448,7.493369095057631,0.531409167640754,0.04167578236653615,-17.573614164687392,-1.3141782186804063,1149
120842,6.459250268658301,17.894715006571875,10.430616414244305,0.10394105861162833,0.0006475555544426222,-24.003511326274683,-1.8218530452556079,1149
120843,29.677649274395932,15.88698652360926,8.42580296618136,1.3382162691672503,-0.008737359353900992,-12.973968165186811,-1.4507941385630474,1149
120844,6.665013659448782,0.5133170487371137,0.16253510917939107,0.8853095780498018,-7.563158272733892e-05,-0.11629327956168556,-0.028479272823556105,1149
125497,18.293785974311195,14.668866752399518,8.113805051578206,0.8098760458433801,-0.005459316559048835,-15.200013055606387,-1.459176907114046,1149
125498,10.884920788756002,18.352430087335776,10.483786744248212,0.32785626948145136,-0.018512868789591515,-21.11727956013216,-1.8365320169601018,1149
148567,29.741361253938003,14.19370675462035,7.876552677861628,1.4835180500021579,-0.028133312231657454,-11.26572907502823,-1.355977641751056,1149
148568,21.64797642483942,15.429144469823298,8.446614679226656,0.9586935505263741,5.116196740959879e-05,-15.27259422823477,-1.4711531333512795,1149
148569,30.673611122544607,17.674006691346694,9.58083847367205,1.2632201587776624,-0.01020136508827173,-16.396742946932697,-1.7118192655621134,1149
149322,12.89486315190469,14.353859818510504,8.186189383554595,0.4988712852981575,0.014848756863667921,-14.111986534883092,-1.447385198379274,1149
149323,28.409564547344,17.74615939755084,9.986054867274952,1.1602969628633415,0.0034785300797907036,-17.248105753451416,-1.7882076201903474,1149
149324,30.996517959989923,24.840205005242098,13.751313962420983,0.9699244830158514,0.1326080882405415,-31.17190030063417,-2.3483069386777156,1149
